dataset_key,panel_label,method_key,method_label,group,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,row_name,row_model,row_source_file,metric_source_file
winobias,WinoBias,biasedit,BiasEdit,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.276515,0.276515,biasedit,biasedit_addl_baseline_remaining_20260309_154403,results/3_baselines/biasedit/winobias/biasedit_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_biasedit_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/biasedit/winobias/biasedit_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_biasedit_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,lftf,LFTF,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.27904,0.27904,lftf,lftf_addl_baseline_remaining_20260309_154403,results/3_baselines/lftf/winobias/lftf_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_lftf_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/lftf/winobias/lftf_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_lftf_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,dpo,DPO,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.277778,0.277778,dpo,dpo_addl_baseline_remaining_20260309_154403,results/3_baselines/dpo/winobias/dpo_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_dpo_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/dpo/winobias/dpo_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_dpo_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,peft,PEFT,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.277778,0.277778,peft,peft_addl_baseline_remaining_20260309_154403,results/3_baselines/peft/winobias/peft_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_peft_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/peft/winobias/peft_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_peft_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,debias_llms,DebiasLLMs,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.375,0.375,debias_llms,debias_llms_addl_baseline_remaining_20260309_154403,results/3_baselines/debias_llms/winobias/debias_llms_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_debias_llms_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/debias_llms/winobias/debias_llms_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_debias_llms_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,debias_nlg,DebiasNLG,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.020202,0.020202,debias_nlg,debias_nlg_addl_baseline_remaining_20260309_154403,results/3_baselines/debias_nlg/winobias/debias_nlg_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_debias_nlg_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/debias_nlg/winobias/debias_nlg_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_debias_nlg_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,reduce_social_bias,Reduce Social Bias,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.150253,0.150253,reduce_social_bias,llama_8b_reduce_social_bias_hp_system2_cot_debias,results/3_baselines/reduce_social_bias/winobias/winobias_metrics_overall_llama_8b_reduce_social_bias.csv,results/3_baselines/reduce_social_bias/winobias/winobias_metrics_overall_llama_8b_reduce_social_bias.csv
winobias,WinoBias,self_debiasing_reprompting,SelfDebias: Reprompt,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.169192,0.169192,self_debiasing_reprompting,llama_8b_selfdebiasing_reprompting,results/3_baselines/self_debiasing/winobias/llama_8b_selfdebiasing_reprompting/winobias_metrics_overall_llama_8b_selfdebiasing_reprompting.csv,results/3_baselines/self_debiasing/winobias/llama_8b_selfdebiasing_reprompting/winobias_metrics_overall_llama_8b_selfdebiasing_reprompting.csv
winobias,WinoBias,diy_instruction_tune,DIY IT,diy_tune,abs_pro_anti_gap,Abs. pro/anti gap,0,0.261364,0.261364,m3_finetune_llama_ms500,m3_finetune_allstrat_winobias,results/new_results/m3_finetune_llama_ms500/evalshared/winobias/m3_finetune_allstrat_winobias/winobias_metrics_overall_m3_finetune_allstrat_winobias.csv,results/new_results/m3_finetune_llama_ms500/evalshared/winobias/m3_finetune_allstrat_winobias/winobias_metrics_overall_m3_finetune_allstrat_winobias.csv
winobias,WinoBias,diy_twopass,DIY Two Pass (No IT),diy_twopass,abs_pro_anti_gap,Abs. pro/anti gap,0,0.119949,0.119949,m6_self_debiasing,m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/winobias/winobias/m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/winobias/winobias/m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv
winobias,WinoBias,diy_tune_twopass,DIY Two Pass (IT),diy_combo,abs_pro_anti_gap,Abs. pro/anti gap,0,0.0896465,0.0896465,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/winobias/winobias/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/winobias/winobias/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv
winogender,WinoGender,base,Base Model,base,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.191667,0.191667,llama_8b_base,llama_8b,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winogender/llama_8b/winogender_metrics_overall_llama_8b.csv,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winogender/llama_8b/winogender_metrics_overall_llama_8b.csv
winogender,WinoGender,icl,ICL,icl,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.179167,0.179167,m4_base_icl_zero,m4_baseicl_zero_llama8b_allstrat,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winogender/m4_baseicl_zero_llama8b_allstrat_winogender/winogender_metrics_overall_m4_baseicl_zero_llama8b_allstrat_winogender.csv,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winogender/m4_baseicl_zero_llama8b_allstrat_winogender/winogender_metrics_overall_m4_baseicl_zero_llama8b_allstrat_winogender.csv
winogender,WinoGender,bba,BBA,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.1125,0.1125,bba,bba_addl_baseline_remaining_20260309_154403,results/3_baselines/bba/winogender/bba_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_bba_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/bba/winogender/bba_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_bba_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,cal,CAL,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0916667,0.0916667,cal,cal_addl_baseline_remaining_20260309_154403,results/3_baselines/cal/winogender/cal_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_cal_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/cal/winogender/cal_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_cal_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,fairsteer,FairSteer,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.175,0.175,fairsteer,llama_8b_fairsteer_steered,results/3_baselines/fairsteer/winogender/winogender_metrics_overall_llama_8b_fairsteer.csv,results/3_baselines/fairsteer/winogender/winogender_metrics_overall_llama_8b_fairsteer.csv
winogender,WinoGender,biasedit,BiasEdit,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.191667,0.191667,biasedit,biasedit_addl_baseline_remaining_20260309_154403,results/3_baselines/biasedit/winogender/biasedit_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_biasedit_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/biasedit/winogender/biasedit_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_biasedit_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,lftf,LFTF,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.191667,0.191667,lftf,lftf_addl_baseline_remaining_20260309_154403,results/3_baselines/lftf/winogender/lftf_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_lftf_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/lftf/winogender/lftf_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_lftf_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,dpo,DPO,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.225,0.225,dpo,dpo_addl_baseline_remaining_20260309_154403,results/3_baselines/dpo/winogender/dpo_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_dpo_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/dpo/winogender/dpo_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_dpo_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,peft,PEFT,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0875,0.0875,peft,peft_addl_baseline_remaining_20260309_154403,results/3_baselines/peft/winogender/peft_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_peft_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/peft/winogender/peft_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_peft_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,debias_llms,DebiasLLMs,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.191667,0.191667,debias_llms,debias_llms_addl_baseline_remaining_20260309_154403,results/3_baselines/debias_llms/winogender/debias_llms_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_debias_llms_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/debias_llms/winogender/debias_llms_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_debias_llms_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,debias_nlg,DebiasNLG,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0708333,0.0708333,debias_nlg,debias_nlg_addl_baseline_remaining_20260309_154403,results/3_baselines/debias_nlg/winogender/debias_nlg_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_debias_nlg_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/debias_nlg/winogender/debias_nlg_addl_baseline_remaining_20260309_154403/winogender_metrics_overall_debias_nlg_addl_baseline_remaining_20260309_154403.csv
winogender,WinoGender,reduce_social_bias,Reduce Social Bias,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.1625,0.1625,reduce_social_bias,llama_8b_reduce_social_bias_hp_system2_cot_debias,results/3_baselines/reduce_social_bias/winogender/winogender_metrics_overall_llama_8b_reduce_social_bias.csv,results/3_baselines/reduce_social_bias/winogender/winogender_metrics_overall_llama_8b_reduce_social_bias.csv
winogender,WinoGender,self_debiasing_reprompting,SelfDebias: Reprompt,baseline,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.2,0.2,self_debiasing_reprompting,llama_8b_selfdebiasing_reprompting,results/3_baselines/self_debiasing/winogender/llama_8b_selfdebiasing_reprompting/winogender_metrics_overall_llama_8b_selfdebiasing_reprompting.csv,results/3_baselines/self_debiasing/winogender/llama_8b_selfdebiasing_reprompting/winogender_metrics_overall_llama_8b_selfdebiasing_reprompting.csv
winogender,WinoGender,diy_instruction_tune,DIY IT,diy_tune,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.225,0.225,m3_finetune_llama_ms500,m3_finetune_allstrat_winogender,results/new_results/m3_finetune_llama_ms500/evalshared/winogender/m3_finetune_allstrat_winogender/winogender_metrics_overall_m3_finetune_allstrat_winogender.csv,results/new_results/m3_finetune_llama_ms500/evalshared/winogender/m3_finetune_allstrat_winogender/winogender_metrics_overall_m3_finetune_allstrat_winogender.csv
winogender,WinoGender,diy_twopass,DIY Two Pass (No IT),diy_twopass,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.158333,0.158333,m6_self_debiasing,m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/winogender/winogender/m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/winogender/winogender/m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv
winogender,WinoGender,diy_tune_twopass,DIY Two Pass (IT),diy_combo,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.141667,0.141667,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/winogender/winogender/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/winogender/winogender/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv
