figure_slug,figure_title,strategy_key,strategy_label,ft_checkpoint,dataset_key,panel_label,method,shot,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,aggregate_score,aggregate_score_label,aggregate_direction,name,model,strategy,metric_source_file
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winobias,WinoBias,"DIY Two Pass (IT), 0-shot",0,abs_pro_anti_gap,Abs. pro/anti gap,0,0.0972222,0.0972222,0.09722222,abs_pro_anti_gap,lower,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies/winobias/winobias/m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winobias,WinoBias,"DIY Two Pass (IT), 1-shot",1,abs_pro_anti_gap,Abs. pro/anti gap,0,0.0732323,0.0732323,0.07323232,abs_pro_anti_gap,lower,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies/winobias/winobias/m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winobias,WinoBias,"DIY Two Pass (IT), 2-shot",2,abs_pro_anti_gap,Abs. pro/anti gap,0,0.084596,0.084596,0.08459596,abs_pro_anti_gap,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_wino_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies/winobias/winobias/m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,Base Model Inference,,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.191667,0.191667,18.33333333,mean_abs_occupation_gender_bias_score,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winogender/llama_8b/winogender_metrics_overall_llama_8b.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,ICL,,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.179167,0.179167,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,all_strategies,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winogender/m4_baseicl_zero_llama8b_allstrat_winogender/winogender_metrics_overall_m4_baseicl_zero_llama8b_allstrat_winogender.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,DIY IT,,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.2125,0.2125,20.41666667,mean_abs_occupation_gender_bias_score,lower,m3_finetune_llama_ms500,m3_finetune_allstrat_opinion_winogender,all_strategies,results/new_results/m3_finetune_llama_ms500/evalshared/winogender/m3_finetune_allstrat_opinion_winogender/winogender_metrics_overall_m3_finetune_allstrat_opinion_winogender.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,"DIY Two Pass (No IT), 0-shot",0,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.158333,0.158333,15.0,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/winogender/winogender/m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,"DIY Two Pass (No IT), 1-shot",1,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0916667,0.0916667,9.16666667,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_one__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__all_strategies/winogender/winogender/m6_two_pass_one__base__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_one__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,"DIY Two Pass (No IT), 2-shot",2,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.133333,0.133333,13.33333333,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_two__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_wino_allstrategies_fix/eval/m6_two_pass_two__base__all_strategies/winogender/winogender/m6_two_pass_two__base__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_two__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,"DIY Two Pass (IT), 0-shot",0,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.120833,0.120833,10.41666667,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies/winogender/winogender/m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,"DIY Two Pass (IT), 1-shot",1,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.120833,0.120833,11.25,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies/winogender/winogender/m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_opinion,"All interventions, opinion IT checkpoint",all_strategies,All interventions,opinion,winogender,WinoGender,"DIY Two Pass (IT), 2-shot",2,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.141667,0.141667,13.33333333,mean_abs_occupation_gender_bias_score,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_wino_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies/winogender/winogender/m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-opinion__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,Base Model Inference,,stereotype_preference_pct,Stereotype preference %,50,65.19,15.19,65.19,metric_score,target50,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/crows_pairs_metrics_overall_llama_8b.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,ICL,,stereotype_preference_pct,Stereotype preference %,50,49.67,0.33,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,all_strategies,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_llama8b_allstrat_crowspairs.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,DIY IT,,stereotype_preference_pct,Stereotype preference %,50,64.52,14.52,64.52,metric_score,target50,m3_finetune_llama_ms500,m3_finetune_allstrat_action_crowspairs,all_strategies,results/new_results/m3_finetune_llama_ms500/evalshared/crows_pairs_metrics_overall_m3_finetune_allstrat_action_crowspairs.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,"DIY Two Pass (No IT), 0-shot",0,stereotype_preference_pct,Stereotype preference %,50,45.82,4.18,45.82,metric_score,target50,m6_self_debiasing,m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,"DIY Two Pass (No IT), 1-shot",1,stereotype_preference_pct,Stereotype preference %,50,45.82,4.18,45.82,metric_score,target50,m6_self_debiasing,m6_two_pass_one__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass_one__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,"DIY Two Pass (No IT), 2-shot",2,stereotype_preference_pct,Stereotype preference %,50,47.55,2.45,47.55,metric_score,target50,m6_self_debiasing,m6_two_pass_two__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__base__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass_two__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 0-shot",0,stereotype_preference_pct,Stereotype preference %,50,46.95,3.05,46.95,metric_score,target50,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 1-shot",1,stereotype_preference_pct,Stereotype preference %,50,47.02,2.98,47.02,metric_score,target50,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 2-shot",2,stereotype_preference_pct,Stereotype preference %,50,45.29,4.71,45.29,metric_score,target50,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,Base Model Inference,,SS Score,SS Score overall,50,58.2905,8.29053,68.00223461,ICAT Score,higher,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/stereoset_metrics_llama_8b.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,ICL,,SS Score,SS Score overall,50,50.2043,0.204296,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,all_strategies,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/stereoset_metrics_m4_baseicl_zero_llama8b_allstrat_stereoset.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,DIY IT,,SS Score,SS Score overall,50,57.0351,7.03509,68.92385307,ICAT Score,higher,m3_finetune_llama_ms500,m3_finetune_allstrat_action_stereoset,all_strategies,results/new_results/m3_finetune_llama_ms500/evalshared/stereoset_metrics_m3_finetune_allstrat_action_stereoset.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (No IT), 0-shot",0,SS Score,SS Score overall,50,45.1129,4.88712,43.71166185,ICAT Score,higher,m6_self_debiasing,m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/stereoset/stereoset_metrics_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (No IT), 1-shot",1,SS Score,SS Score overall,50,46.6576,3.34238,47.45986446,ICAT Score,higher,m6_self_debiasing,m6_two_pass_one__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260319_shot125_twopass_sep/eval/m6_two_pass_one__base__all_strategies/stereoset/stereoset_metrics_m6_two_pass_one__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (No IT), 2-shot",2,SS Score,SS Score overall,50,46.2478,3.75219,50.83153902,ICAT Score,higher,m6_self_debiasing,m6_two_pass_two__base__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__base__all_strategies/stereoset/stereoset_metrics_m6_two_pass_two__base__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (IT), 0-shot",0,SS Score,SS Score overall,50,44.5768,5.42324,46.41872134,ICAT Score,higher,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/stereoset/stereoset_metrics_m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (IT), 1-shot",1,SS Score,SS Score overall,50,46.1676,3.83241,50.14138579,ICAT Score,higher,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/stereoset/stereoset_metrics_m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (IT), 2-shot",2,SS Score,SS Score overall,50,44.7863,5.21371,49.2603044,ICAT Score,higher,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/stereoset/stereoset_metrics_m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,Base Model Inference,,Bias_score_ambig,Bias score ambig.,0,7.39,7.39,3.047,mean_abs_bias_disambig,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,ICL,,Bias_score_ambig,Bias score ambig.,0,4.056,4.056,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,all_strategies,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_allstrat_bbq.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,DIY IT,,Bias_score_ambig,Bias score ambig.,0,4.325,4.325,0.772,mean_abs_bias_disambig,lower,m3_finetune_llama_ms500,m3_finetune_allstrat_action_bbq:m3_finetune_allstrat_action_bbq_instr_off_ALL,all_strategies,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat_action_bbq.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (No IT), 0-shot",0,Bias_score_ambig,Bias score ambig.,0,2.281,2.281,0.675,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__base__all_strategies,all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__base__all_strategies/bbq
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (No IT), 1-shot",1,Bias_score_ambig,Bias score ambig.,0,3.744,3.744,0.96,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__base__all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__base__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (No IT), 2-shot",2,Bias_score_ambig,Bias score ambig.,0,4.356,4.356,0.888,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__base__all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__base__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (IT), 0-shot",0,Bias_score_ambig,Bias score ambig.,0,1.814,1.814,1.273,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies,all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (IT), 1-shot",1,Bias_score_ambig,Bias score ambig.,0,3.906,3.906,1.068,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies,all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (IT), 2-shot",2,Bias_score_ambig,Bias score ambig.,0,4.54,4.54,2.231,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,Base Model Inference,,Bias_score_disambig,Bias score disambig.,0,3.047,3.047,3.047,mean_abs_bias_disambig,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,ICL,,Bias_score_disambig,Bias score disambig.,0,1.468,1.468,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,all_strategies,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_allstrat_bbq.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,DIY IT,,Bias_score_disambig,Bias score disambig.,0,0.772,0.772,0.772,mean_abs_bias_disambig,lower,m3_finetune_llama_ms500,m3_finetune_allstrat_action_bbq:m3_finetune_allstrat_action_bbq_instr_off_ALL,all_strategies,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat_action_bbq.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (No IT), 0-shot",0,Bias_score_disambig,Bias score disambig.,0,0.662,0.662,0.675,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__base__all_strategies,all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__base__all_strategies/bbq
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (No IT), 1-shot",1,Bias_score_disambig,Bias score disambig.,0,0.96,0.96,0.96,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__base__all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__base__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (No IT), 2-shot",2,Bias_score_disambig,Bias score disambig.,0,0.888,0.888,0.888,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__base__all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__base__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (IT), 0-shot",0,Bias_score_disambig,Bias score disambig.,0,1.309,1.309,1.273,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies,all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (IT), 1-shot",1,Bias_score_disambig,Bias score disambig.,0,1.089,1.089,1.068,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies,all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (IT), 2-shot",2,Bias_score_disambig,Bias score disambig.,0,2.231,2.231,2.231,mean_abs_bias_disambig,lower,m6_self_debiasing,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies,all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,winobias,WinoBias,Base Model Inference,,abs_pro_anti_gap,Abs. pro/anti gap,0,0.276515,0.276515,0.27651515,abs_pro_anti_gap,lower,llama_8b_base,llama_8b,,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winobias/llama_8b/winobias_metrics_overall_llama_8b.csv
all_strategies_action,"All interventions, action IT checkpoint",all_strategies,All interventions,action,winobias,WinoBias,ICL,,abs_pro_anti_gap,Abs. pro/anti gap,0,0.277778,0.277778,,,lower,m4_base_icl_zero,m4_baseicl_zero_llama8b,all_strategies,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winobias/m4_baseicl_zero_llama8b_allstrat_winobias/winobias_metrics_overall_m4_baseicl_zero_llama8b_allstrat_winobias.csv
