figure_slug,strategy_key,strategy_label,ft_checkpoint,dataset_key,panel_label,method,method_family,shot,bias_error,bias_reduction_vs_base,source_model,metric_source_file
all_strategies_action,all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,3.83241,4.458120000000001,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/stereoset/stereoset_metrics_m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,all_strategies,All interventions,action,stereoset,StereoSet,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,5.21371,3.0768200000000006,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/stereoset/stereoset_metrics_m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Ambig.,DIY IT,DIY IT,,4.325,3.0649999999999995,m3_finetune_allstrat_action_bbq:m3_finetune_allstrat_action_bbq_instr_off_ALL,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat_action_bbq.csv
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,1.814,5.576,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,3.906,3.4839999999999995,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Ambig.,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,4.54,2.8499999999999996,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Disambig.,DIY IT,DIY IT,,0.772,2.2750000000000004,m3_finetune_allstrat_action_bbq:m3_finetune_allstrat_action_bbq_instr_off_ALL,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat_action_bbq.csv
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,1.309,1.7380000000000002,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,1.089,1.9580000000000002,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/bbq
all_strategies_action,all_strategies,All interventions,action,bbq,BBQ Disambig.,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,2.231,0.8160000000000003,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/bbq/bbq_metrics.csv
all_strategies_action,all_strategies,All interventions,action,winobias,WinoBias,DIY IT,DIY IT,,0.262626,0.013888999999999985,m3_finetune_allstrat_action_winobias,results/new_results/m3_finetune_llama_ms500/evalshared/winobias/m3_finetune_allstrat_action_winobias/winobias_metrics_overall_m3_finetune_allstrat_action_winobias.csv
all_strategies_action,all_strategies,All interventions,action,winobias,WinoBias,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,0.103535,0.17298000000000002,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/winobias/winobias/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,all_strategies,All interventions,action,winobias,WinoBias,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,0.0656566,0.2108584,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/winobias/winobias/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,all_strategies,All interventions,action,winobias,WinoBias,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,0.0858586,0.1906564,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_wino_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/winobias/winobias/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,all_strategies,All interventions,action,winogender,WinoGender,DIY IT,DIY IT,,0.183333,0.008334000000000008,m3_finetune_allstrat_action_winogender,results/new_results/m3_finetune_llama_ms500/evalshared/winogender/m3_finetune_allstrat_action_winogender/winogender_metrics_overall_m3_finetune_allstrat_action_winogender.csv
all_strategies_action,all_strategies,All interventions,action,winogender,WinoGender,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,0.141667,0.05000000000000002,m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies/winogender/winogender/m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,all_strategies,All interventions,action,winogender,WinoGender,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,0.116667,0.075,m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies/winogender/winogender/m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_action,all_strategies,All interventions,action,winogender,WinoGender,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,0.170833,0.02083399999999999,m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_wino_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies/winogender/winogender/m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-action__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,crowspairs,CrowS-Pairs,DIY IT,DIY IT,,14.32,0.8699999999999992,m3_finetune_allstrat_event_crowspairs,results/new_results/m3_finetune_llama_ms500/evalshared/crows_pairs_metrics_overall_m3_finetune_allstrat_event_crowspairs.csv
all_strategies_event,all_strategies,All interventions,event,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,2.79,12.399999999999999,m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,4.31,10.879999999999999,m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,crowspairs,CrowS-Pairs,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,5.44,9.75,m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,stereoset,StereoSet,DIY IT,DIY IT,,6.7831,1.5074300000000003,m3_finetune_allstrat_event_stereoset,results/new_results/m3_finetune_llama_ms500/evalshared/stereoset_metrics_m3_finetune_allstrat_event_stereoset.csv
all_strategies_event,all_strategies,All interventions,event,stereoset,StereoSet,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,5.50089,2.7896400000000003,m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies/stereoset/stereoset_metrics_m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,stereoset,StereoSet,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,4.85918,3.43135,m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies/stereoset/stereoset_metrics_m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,stereoset,StereoSet,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,6.54588,1.74465,m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_crows_stereoset_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies/stereoset/stereoset_metrics_m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Ambig.,DIY IT,DIY IT,,4.742,2.6479999999999997,m3_finetune_allstrat_event_bbq:m3_finetune_allstrat_event_bbq_instr_off_ALL,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat_event_bbq.csv
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Ambig.,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,1.779,5.611,m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies/bbq
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Ambig.,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,3.991,3.3989999999999996,m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies/bbq
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Ambig.,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,5.217,2.173,m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies/bbq/bbq_metrics.csv
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Disambig.,DIY IT,DIY IT,,0.973,2.0740000000000003,m3_finetune_allstrat_event_bbq:m3_finetune_allstrat_event_bbq_instr_off_ALL,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat_event_bbq.csv
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Disambig.,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,1.102,1.945,m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies/bbq
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Disambig.,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,0.956,2.091,m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_one/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies/bbq
all_strategies_event,all_strategies,All interventions,event,bbq,BBQ Disambig.,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,2.513,0.5340000000000003,m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260330_twoshot_bbq_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies/bbq/bbq_metrics.csv
all_strategies_event,all_strategies,All interventions,event,winobias,WinoBias,DIY IT,DIY IT,,0.270202,0.006313000000000013,m3_finetune_allstrat_event_winobias,results/new_results/m3_finetune_llama_ms500/evalshared/winobias/m3_finetune_allstrat_event_winobias/winobias_metrics_overall_m3_finetune_allstrat_event_winobias.csv
all_strategies_event,all_strategies,All interventions,event,winobias,WinoBias,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,0.10101,0.17550500000000002,m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies/winobias/winobias/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,winobias,WinoBias,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,0.0656566,0.2108584,m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies/winobias/winobias/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,winobias,WinoBias,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,0.10101,0.17550500000000002,m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_wino_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies/winobias/winobias/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,winogender,WinoGender,DIY IT,DIY IT,,0.208333,-0.016665999999999986,m3_finetune_allstrat_event_winogender,results/new_results/m3_finetune_llama_ms500/evalshared/winogender/m3_finetune_allstrat_event_winogender/winogender_metrics_overall_m3_finetune_allstrat_event_winogender.csv
all_strategies_event,all_strategies,All interventions,event,winogender,WinoGender,"DIY Two Pass (IT), 0-shot",Two Pass (IT),0,0.108333,0.083334,m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies/winogender/winogender/m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,winogender,WinoGender,"DIY Two Pass (IT), 1-shot",Two Pass (IT),1,0.0791667,0.1125003,m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_one_allstrategies_truncfix/eval/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies/winogender/winogender/m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_one__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
all_strategies_event,all_strategies,All interventions,event,winogender,WinoGender,"DIY Two Pass (IT), 2-shot",Two Pass (IT),2,0.1375,0.05416699999999999,m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260326_twoshot_wino_allstrategies_fix/eval/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies/winogender/winogender/m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_two_pass_two__finetuned_ms-500-allstrategies-event__all_strategies_self_debias_two_pass_all_strategies.csv
