model_key,model,figure,dataset_key,panel_label,method_key,method_label,metric,point,ci_low,ci_high,n_units,n_bootstrap,metric_source_file,row_files,status,reason,group,ideal_value,metric_label,native_value,normalized_bias_error_plotted,point_recomputed
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,bba,BBA,Bias_score_disambig,1.981,,,,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/bba/bbq/bbq_eval_llama_70b_bba.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/bba/bbq/bbq_preds_llama_70b_bba.csv,missing,no_metric_units,baseline,0,Bias score disambig.,1.981,1.981,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,cal,CAL,Bias_score_disambig,0.229,,,,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/cal/bbq/bbq_eval_llama_70b_cal.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/cal/bbq/bbq_preds_llama_70b_cal.csv,missing,no_metric_units,baseline,0,Bias score disambig.,-0.229,0.229,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,fairsteer,FairSteer,Bias_score_disambig,2.798,,,,200,mean_abs_category:results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/fairsteer/bbq/bbq_eval_llama_70b_fairsteer.csv,,missing,row_file_not_found,baseline,0,Bias score disambig.,2.798,2.798,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,biasedit,BiasEdit,Bias_score_disambig,0.0,,,,200,results/11_baselines_llama70b/baseline_additions_20260513_20260513_133647/biasedit/bbq/bbq_eval_llama_70b_biasedit_all.csv,outputs/11_baselines_llama70b/baseline_additions_20260513_20260513_133647/biasedit/bbq/bbq_preds_llama_70b_biasedit_all.csv,missing,no_metric_units,baseline,0,Bias score disambig.,0,0,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,lftf,LFTF,Bias_score_disambig,5.4353333,,,,200,mean_abs_category:results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/lftf/bbq/bbq_eval_llama_70b_lftf.csv,,missing,row_file_not_found,baseline,0,Bias score disambig.,5.4353333,5.4353333,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,dpo,DPO,Bias_score_disambig,33.667667,,,,200,mean_abs_category:results/11_baselines_llama70b/llama70b_missing_baselines_20260415_075622/dpo/bbq/bbq_eval_llama_70b_dpo.csv,,missing,row_file_not_found,baseline,0,Bias score disambig.,33.667667,33.667667,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,peft,PEFT,Bias_score_disambig,1.282,4.131904579665772,6.978249776757236,15678,200,results/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/peft/bbq/bbq_eval_llama_70b_peft.csv,outputs/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/peft/bbq/bbq_preds_llama_70b_peft.csv,ok,,baseline,0,Bias score disambig.,-1.282,1.282,5.421609899221835
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,debias_llms,DebiasLLMs,Bias_score_disambig,0.0,,,,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_llms/bbq/bbq_eval_llama_70b_debias_llms.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_llms/bbq/bbq_preds_llama_70b_debias_llms.csv,missing,no_metric_units,baseline,0,Bias score disambig.,0,0,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,debias_nlg,DebiasNLG,Bias_score_disambig,2.138,,,,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/bbq/bbq_eval_llama_70b_debias_nlg.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/bbq/bbq_preds_llama_70b_debias_nlg.csv,missing,no_metric_units,baseline,0,Bias score disambig.,2.138,2.138,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,reduce_social_bias,RSB,Bias_score_disambig,1.685,,,,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/reduce_social_bias/bbq/bbq_eval_llama_70b_reduce_social_bias.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/reduce_social_bias/bbq/bbq_preds_llama_70b_reduce_social_bias.csv,missing,no_metric_units,baseline,0,Bias score disambig.,1.685,1.685,
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,diy_it,DIY IT,Bias_score_disambig,0.554,0.03659747800191293,2.0319321107887602,29238,200,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_all_allversions_bbq.csv,outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_all_action_bbq/bbq_preds_m3_llama70b_ms500_all_action_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_all_allversions_bbq/bbq_preds_m3_llama70b_ms500_all_allversions_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_all_event_bbq/bbq_preds_m3_llama70b_ms500_all_event_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_all_opinion_bbq/bbq_preds_m3_llama70b_ms500_all_opinion_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_ci_bbq/bbq_preds_m3_llama70b_ms500_ci_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_ind_bbq/bbq_preds_m3_llama70b_ms500_ind_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_pc_bbq/bbq_preds_m3_llama70b_ms500_pc_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_pt_bbq/bbq_preds_m3_llama70b_ms500_pt_bbq_instr_off_ALL.csv;outputs/new_outputs/m3_finetune_llama70b_ms500/bbq/m3_llama70b_ms500_sr_bbq/bbq_preds_m3_llama70b_ms500_sr_bbq_instr_off_ALL.csv,ok,,diy_tune,0,Bias score disambig.,0.554,0.554,0.6573843452696959
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,diy_twopass_no_it,DIY Two Pass (No IT),Bias_score_disambig,2.439,1.3364602285616385,3.733492537906367,29238,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/bbq/bbq_preds_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies_bbq_firstpass_base_llama70b_instr_off_ALL.csv,ok,,diy_twopass,0,Bias score disambig.,2.439,2.439,2.439363402599204
llama70b,Llama 70B,baseline_comparison_lollipop,bbq,BBQ Disambig.,diy_twopass_it,DIY Two Pass (IT),Bias_score_disambig,2.126,1.109255342549454,3.1752102773151316,29238,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/bbq/bbq_metrics.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/bbq/bbq_preds_m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies_bbq_firstpass_base_llama70b_instr_off_ALL.csv,ok,,diy_combo,0,Bias score disambig.,2.126,2.126,2.126326779189136
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,base,Base Model,abs_pro_anti_gap,0.14393939,0.11737639237585396,0.17327671569246098,1584,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/winobias/llama70b_plain_base_winobias/winobias_metrics_overall_llama70b_plain_base_winobias.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/winobias/llama70b_plain_base_winobias/winobias_predictions_llama70b_plain_base_winobias.csv,ok,,base,0,Abs. pro/anti gap,0.14393939,0.14393939,0.14393939393939392
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,icl,ICL,abs_pro_anti_gap,0.14393939,0.11532626723520241,0.1767063356920987,1584,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/winobias/m4_baseicl_zero_llama70b_allstrat_winobias/winobias_metrics_overall_m4_baseicl_zero_llama70b_allstrat_winobias.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/winobias/m4_baseicl_zero_llama70b_allstrat_winobias/winobias_predictions_m4_baseicl_zero_llama70b_allstrat_winobias.csv,ok,,icl,0,Abs. pro/anti gap,0.14393939,0.14393939,0.14393939393939392
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,bba,BBA,abs_pro_anti_gap,0.14646465,0.1170533102008501,0.1801023448367487,1584,200,results/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/bba/winobias/llama_70b_bba_bbq_all/winobias_metrics_overall_llama_70b_bba_bbq_all.csv,outputs/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/bba/winobias/llama_70b_bba_bbq_all/winobias_predictions_llama_70b_bba_bbq_all.csv,ok,,baseline,0,Abs. pro/anti gap,0.14646465,0.14646465,0.1464646464646464
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,cal,CAL,abs_pro_anti_gap,0.16287879,0.1296942618121991,0.19631216317120465,1584,200,results/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/cal/winobias/llama_70b_cal_bbq_all/winobias_metrics_overall_llama_70b_cal_bbq_all.csv,outputs/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/cal/winobias/llama_70b_cal_bbq_all/winobias_predictions_llama_70b_cal_bbq_all.csv,ok,,baseline,0,Abs. pro/anti gap,0.16287879,0.16287879,0.16287878787878796
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,fairsteer,FairSteer,abs_pro_anti_gap,0.1489899,0.11305451798544436,0.17696191020006233,1584,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/fairsteer/winobias/winobias_metrics_overall_llama_70b_fairsteer.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/fairsteer/winobias/winobias_predictions_llama_70b_fairsteer.csv,ok,,baseline,0,Abs. pro/anti gap,0.1489899,0.1489899,0.148989898989899
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,biasedit,BiasEdit,abs_pro_anti_gap,0.0,0.0009431454030997946,0.047496783124867575,1584,200,results/11_baselines_llama70b/baseline_additions_20260513_20260513_133647/biasedit/winobias/biasedit_llama_70b_winobias/winobias_metrics_overall_biasedit_llama_70b_winobias.csv,outputs/11_baselines_llama70b/baseline_additions_20260513_20260513_133647/biasedit/winobias/biasedit_llama_70b_winobias/winobias_predictions_biasedit_llama_70b_winobias.csv,ok,,baseline,0,Abs. pro/anti gap,0,0,0.0
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,lftf,LFTF,abs_pro_anti_gap,0.14141414,0.11248846461982004,0.17117651112083815,1584,200,results/11_baselines_llama70b/l70b_retry_lftf_peft_20260414_095445/lftf/winobias/lftf_llama70b_winobias/winobias_metrics_overall_lftf_llama70b_winobias.csv,outputs/11_baselines_llama70b/l70b_retry_lftf_peft_20260414_095445/lftf/winobias/lftf_llama70b_winobias/winobias_predictions_lftf_llama70b_winobias.csv,ok,,baseline,0,Abs. pro/anti gap,0.14141414,0.14141414,0.14141414141414144
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,dpo,DPO,abs_pro_anti_gap,0.14393939,0.11786143963375,0.17239250680007845,1584,200,results/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/dpo/winobias/dpo_llama70b_winobias/winobias_metrics_overall_dpo_llama70b_winobias.csv,outputs/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/dpo/winobias/dpo_llama70b_winobias/winobias_predictions_dpo_llama70b_winobias.csv,ok,,baseline,0,Abs. pro/anti gap,0.14393939,0.14393939,0.14393939393939392
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,peft,PEFT,abs_pro_anti_gap,0.14520202,0.11982845545710874,0.17505335271771613,1584,200,results/11_baselines_llama70b/llama70b_baselines_retry_contrib_20260415_080908/peft/winobias/winobias/peft_llama70b_winobias/winobias_metrics_overall_peft_llama70b_winobias.csv,outputs/11_baselines_llama70b/llama70b_baselines_retry_contrib_20260415_080908/peft/winobias/winobias/peft_llama70b_winobias/winobias_predictions_peft_llama70b_winobias.csv,ok,,baseline,0,Abs. pro/anti gap,0.14520202,0.14520202,0.14520202020202022
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,debias_llms,DebiasLLMs,abs_pro_anti_gap,0.18308081,0.14876172166493626,0.2161740562574453,1584,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_llms/winobias/debias_llms_llama70b_winobias/winobias_metrics_overall_debias_llms_llama70b_winobias.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_llms/winobias/debias_llms_llama70b_winobias/winobias_predictions_debias_llms_llama70b_winobias.csv,ok,,baseline,0,Abs. pro/anti gap,0.18308081,0.18308081,0.18308080808080807
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,debias_nlg,DebiasNLG,abs_pro_anti_gap,0.13510101,0.10874062675673717,0.16442471276078036,1584,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/winobias/debias_nlg_llama70b_winobias/winobias_metrics_overall_debias_nlg_llama70b_winobias.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/winobias/debias_nlg_llama70b_winobias/winobias_predictions_debias_nlg_llama70b_winobias.csv,ok,,baseline,0,Abs. pro/anti gap,0.13510101,0.13510101,0.13510101010101006
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,reduce_social_bias,RSB,abs_pro_anti_gap,0.15909091,0.13154072408460224,0.1993272122559292,1584,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/reduce_social_bias/winobias/winobias_metrics_overall_llama_70b_reduce_social_bias.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/reduce_social_bias/winobias/winobias_predictions_llama_70b_reduce_social_bias.csv,ok,,baseline,0,Abs. pro/anti gap,0.15909091,0.15909091,0.15909090909090906
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,selfdebias_reprompting,SelfDebias,abs_pro_anti_gap,0.12121212,0.08370406189247866,0.15400981864125401,1584,200,results/11_baselines_llama70b/llama70b_missing_baselines_20260415_075622/self_debiasing/winobias/winobias/llama_70b_selfdebiasing_reprompting/winobias_metrics_overall_llama_70b_selfdebiasing_reprompting.csv,outputs/11_baselines_llama70b/llama70b_missing_baselines_20260415_075622/self_debiasing/winobias/winobias/llama_70b_selfdebiasing_reprompting/winobias_predictions_llama_70b_selfdebiasing_reprompting.csv,ok,,baseline,0,Abs. pro/anti gap,0.12121212,0.12121212,0.12121212121212122
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,diy_it,DIY IT,abs_pro_anti_gap,0.15151515,0.12235756282255315,0.18268554955322688,1584,200,results/new_results/m3_finetune_llama70b_ms500/evalshared/winobias/m3_llama70b_ms500_all_allversions_winobias/winobias_metrics_overall_m3_llama70b_ms500_all_allversions_winobias.csv,outputs/new_outputs/m3_finetune_llama70b_ms500/evalshared/winobias/m3_llama70b_ms500_all_allversions_winobias/winobias_predictions_m3_llama70b_ms500_all_allversions_winobias.csv,ok,,diy_tune,0,Abs. pro/anti gap,0.15151515,0.15151515,0.1515151515151516
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,diy_twopass_no_it,DIY Two Pass (No IT),abs_pro_anti_gap,0.058080808,0.007097408830461158,0.1128643428379957,1584,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/winobias/winobias/m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/winobias/winobias/m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winobias_predictions_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,ok,,diy_twopass,0,Abs. pro/anti gap,0.058080808,0.058080808,0.058080808080808066
llama70b,Llama 70B,baseline_comparison_lollipop,winobias,WinoBias,diy_twopass_it,DIY Two Pass (IT),abs_pro_anti_gap,0.083333333,0.03457738417506733,0.12356543304600287,1584,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/winobias/winobias/m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/winobias/winobias/m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies/winobias_predictions_m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,ok,,diy_combo,0,Abs. pro/anti gap,0.083333333,0.083333333,0.08333333333333337
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,base,Base Model,male_female_pair_disagreement_rate,0.070833333,0.0375,0.10843750000000003,240,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/winogender/llama70b_plain_base_winogender/winogender_metrics_overall_llama70b_plain_base_winogender.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/winogender/llama70b_plain_base_winogender/winogender_preds_llama70b_plain_base_winogender.csv,ok,,base,0,Male/female pair disagreement,0.070833333,0.070833333,0.07083333333333333
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,icl,ICL,male_female_pair_disagreement_rate,0.0625,0.03333333333333333,0.09177083333333336,240,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/winogender/m4_baseicl_zero_llama70b_allstrat_winogender/winogender_metrics_overall_m4_baseicl_zero_llama70b_allstrat_winogender.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/winogender/m4_baseicl_zero_llama70b_allstrat_winogender/winogender_preds_m4_baseicl_zero_llama70b_allstrat_winogender.csv,ok,,icl,0,Male/female pair disagreement,0.0625,0.0625,0.0625
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,bba,BBA,male_female_pair_disagreement_rate,0.054166667,0.029166666666666667,0.07927083333333336,240,200,results/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/bba/winogender/llama_70b_bba_bbq_all/winogender_metrics_overall_llama_70b_bba_bbq_all.csv,outputs/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/bba/winogender/llama_70b_bba_bbq_all/winogender_preds_llama_70b_bba_bbq_all.csv,ok,,baseline,0,Male/female pair disagreement,0.054166667,0.054166667,0.05416666666666667
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,cal,CAL,male_female_pair_disagreement_rate,0.10833333,0.06666666666666667,0.14593750000000003,240,200,results/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/cal/winogender/llama_70b_cal_bbq_all/winogender_metrics_overall_llama_70b_cal_bbq_all.csv,outputs/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/cal/winogender/llama_70b_cal_bbq_all/winogender_preds_llama_70b_cal_bbq_all.csv,ok,,baseline,0,Male/female pair disagreement,0.10833333,0.10833333,0.10833333333333334
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,fairsteer,FairSteer,male_female_pair_disagreement_rate,0.083333333,0.05416666666666667,0.11677083333333337,240,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/fairsteer/winogender/winogender_metrics_overall_llama_70b_fairsteer.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/fairsteer/winogender/winogender_preds_llama_70b_fairsteer.csv,ok,,baseline,0,Male/female pair disagreement,0.083333333,0.083333333,0.08333333333333333
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,biasedit,BiasEdit,male_female_pair_disagreement_rate,0.0,0.0,0.0,240,200,results/11_baselines_llama70b/baseline_additions_20260513_20260513_133647/biasedit/winogender/biasedit_llama_70b_winogender/winogender_metrics_overall_biasedit_llama_70b_winogender.csv,outputs/11_baselines_llama70b/baseline_additions_20260513_20260513_133647/biasedit/winogender/biasedit_llama_70b_winogender/winogender_preds_biasedit_llama_70b_winogender.csv,ok,,baseline,0,Male/female pair disagreement,0,0,0.0
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,lftf,LFTF,male_female_pair_disagreement_rate,0.075,0.04572916666666667,0.10416666666666667,240,200,results/11_baselines_llama70b/l70b_retry_lftf_peft_20260414_095445/lftf/winogender/lftf_llama70b_winogender/winogender_metrics_overall_lftf_llama70b_winogender.csv,outputs/11_baselines_llama70b/l70b_retry_lftf_peft_20260414_095445/lftf/winogender/lftf_llama70b_winogender/winogender_preds_lftf_llama70b_winogender.csv,ok,,baseline,0,Male/female pair disagreement,0.075,0.075,0.075
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,dpo,DPO,male_female_pair_disagreement_rate,0.0625,0.03333333333333333,0.09583333333333334,240,200,results/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/dpo/winogender/dpo_llama70b_winogender/winogender_metrics_overall_dpo_llama70b_winogender.csv,outputs/11_baselines_llama70b/completion_missing_20260513_fix1_20260513_112050/dpo/winogender/dpo_llama70b_winogender/winogender_preds_dpo_llama70b_winogender.csv,ok,,baseline,0,Male/female pair disagreement,0.0625,0.0625,0.0625
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,peft,PEFT,male_female_pair_disagreement_rate,0.066666667,0.0375,0.10416666666666667,240,200,results/11_baselines_llama70b/llama70b_baselines_retry_contrib_20260415_080908/peft/winogender/winogender/peft_llama70b_winogender/winogender_metrics_overall_peft_llama70b_winogender.csv,outputs/11_baselines_llama70b/llama70b_baselines_retry_contrib_20260415_080908/peft/winogender/winogender/peft_llama70b_winogender/winogender_preds_peft_llama70b_winogender.csv,ok,,baseline,0,Male/female pair disagreement,0.066666667,0.066666667,0.06666666666666667
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,debias_llms,DebiasLLMs,male_female_pair_disagreement_rate,0.16666667,0.12083333333333333,0.2125,240,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_llms/winogender/debias_llms_llama70b_winogender/winogender_metrics_overall_debias_llms_llama70b_winogender.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_llms/winogender/debias_llms_llama70b_winogender/winogender_preds_debias_llms_llama70b_winogender.csv,ok,,baseline,0,Male/female pair disagreement,0.16666667,0.16666667,0.16666666666666666
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,debias_nlg,DebiasNLG,male_female_pair_disagreement_rate,0.1125,0.075,0.15416666666666667,240,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/winogender/debias_nlg_llama70b_winogender/winogender_metrics_overall_debias_nlg_llama70b_winogender.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/winogender/debias_nlg_llama70b_winogender/winogender_preds_debias_nlg_llama70b_winogender.csv,ok,,baseline,0,Male/female pair disagreement,0.1125,0.1125,0.1125
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,reduce_social_bias,RSB,male_female_pair_disagreement_rate,0.075,0.041666666666666664,0.10416666666666667,240,200,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/reduce_social_bias/winogender/winogender_metrics_overall_llama_70b_reduce_social_bias.csv,outputs/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/reduce_social_bias/winogender/winogender_preds_llama_70b_reduce_social_bias.csv,ok,,baseline,0,Male/female pair disagreement,0.075,0.075,0.075
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,selfdebias_reprompting,SelfDebias,male_female_pair_disagreement_rate,0.10416667,0.06666666666666667,0.14177083333333335,240,200,results/11_baselines_llama70b/llama70b_missing_baselines_20260415_075622/self_debiasing/winogender/winogender/llama_70b_selfdebiasing_reprompting/winogender_metrics_overall_llama_70b_selfdebiasing_reprompting.csv,outputs/11_baselines_llama70b/llama70b_missing_baselines_20260415_075622/self_debiasing/winogender/winogender/llama_70b_selfdebiasing_reprompting/winogender_preds_llama_70b_selfdebiasing_reprompting.csv,ok,,baseline,0,Male/female pair disagreement,0.10416667,0.10416667,0.10416666666666667
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,diy_it,DIY IT,male_female_pair_disagreement_rate,0.083333333,0.05,0.12093750000000003,240,200,results/new_results/m3_finetune_llama70b_ms500/evalshared/winogender/m3_llama70b_ms500_all_allversions_winogender/winogender_metrics_overall_m3_llama70b_ms500_all_allversions_winogender.csv,outputs/new_outputs/m3_finetune_llama70b_ms500/evalshared/winogender/m3_llama70b_ms500_all_allversions_winogender/winogender_preds_m3_llama70b_ms500_all_allversions_winogender.csv,ok,,diy_tune,0,Male/female pair disagreement,0.083333333,0.083333333,0.08333333333333333
llama70b,Llama 70B,baseline_comparison_lollipop,winogender,WinoGender,diy_twopass_no_it,DIY Two Pass (No IT),male_female_pair_disagreement_rate,0.054166667,0.025,0.07937500000000004,240,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/winogender/winogender/m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/winogender/winogender/m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winogender_preds_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,ok,,diy_twopass,0,Male/female pair disagreement,0.054166667,0.054166667,0.05416666666666667
