dataset_key,benchmark_label,method_key,method_label,setting,shot,strategy_setting,it_checkpoint,metric,accuracy,accuracy_percent_plotted,source_file
balanced_copa,Balanced COPA,base,Base,Base,,All interventions,event,accuracy,0.892,89.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/balanced_copa/qwen35_firstpass_base_qwen35_27b_balanced_copa/balanced_copa_metrics_overall_qwen35_firstpass_base_qwen35_27b_balanced_copa.csv
balanced_copa,Balanced COPA,icl,ICL,ICL,0,All interventions,event,accuracy,0.852,85.2,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/balanced_copa/m4_baseicl_zero_qwen35_27b_allstrat_balanced_copa/balanced_copa_metrics_overall_m4_baseicl_zero_qwen35_27b_allstrat_balanced_copa.csv
balanced_copa,Balanced COPA,it,DIY IT,DIY IT,,All interventions,event,accuracy,0.924,92.4,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/balanced_copa/m3_qwen35_27b_ms500_all_event_balanced_copa/balanced_copa_metrics_overall_m3_qwen35_27b_ms500_all_event_balanced_copa.csv
balanced_copa,Balanced COPA,no_it_0,No IT 0,No IT,0,All interventions,event,accuracy,0.902,90.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_all_strategies__all_strategies/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,no_it_1,No IT 1,No IT,1,All interventions,event,accuracy,0.9,90,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_all_strategies__all_strategies/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_0,IT 0,IT,0,All interventions,event,accuracy,0.91,91,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__all_event__all_strategies/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_1,IT 1,IT,1,All interventions,event,accuracy,0.911,91.1,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__all_event__all_strategies/balanced_copa/balanced_copa_metrics_overall.csv
arc_challenge,ARC-Challenge,base,Base,Base,,Stereotype replacement,matched all-version,accuracy,0.84129693,84.129693,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_challenge/qwen35_firstpass_base_qwen35_27b_arc_challenge/arc_challenge_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_challenge.csv
arc_challenge,ARC-Challenge,icl,ICL,ICL,0,Stereotype replacement,matched all-version,accuracy,0.89931741,89.931741,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_challenge/m4_baseicl_zero_qwen35_27b_sr_arc_challenge/arc_challenge_metrics_overall_m4_baseicl_zero_qwen35_27b_sr_arc_challenge.csv
arc_challenge,ARC-Challenge,it,DIY IT,DIY IT,,Stereotype replacement,matched all-version,accuracy,0.89249147,89.249147,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_challenge/m3_qwen35_27b_ms500_sr_arc_challenge/arc_challenge_metrics_overall_m3_qwen35_27b_ms500_sr_arc_challenge.csv
arc_challenge,ARC-Challenge,no_it_0,No IT 0,No IT,0,Stereotype replacement,matched all-version,accuracy,0.86774744,86.774744,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,no_it_1,No IT 1,No IT,1,Stereotype replacement,matched all-version,accuracy,0.85238908,85.238908,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_stereotype_replacement__stereotype_replacement/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_0,IT 0,IT,0,Stereotype replacement,matched all-version,accuracy,0.90699659,90.699659,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_1,IT 1,IT,1,Stereotype replacement,matched all-version,accuracy,0.88993174,88.993174,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__sr__stereotype_replacement/arc_challenge/arc_challenge_metrics_overall.csv
arc_easy,ARC-Easy,base,Base,Base,,Stereotype replacement,matched all-version,accuracy,0.88468013,88.468013,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_easy/qwen35_firstpass_base_qwen35_27b_arc_easy/arc_easy_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_easy.csv
arc_easy,ARC-Easy,icl,ICL,ICL,0,Stereotype replacement,matched all-version,accuracy,0.94949495,94.949495,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_easy/m4_baseicl_zero_qwen35_27b_sr_arc_easy/arc_easy_metrics_overall_m4_baseicl_zero_qwen35_27b_sr_arc_easy.csv
arc_easy,ARC-Easy,it,DIY IT,DIY IT,,Stereotype replacement,matched all-version,accuracy,0.9280303,92.80303,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_easy/m3_qwen35_27b_ms500_sr_arc_easy/arc_easy_metrics_overall_m3_qwen35_27b_ms500_sr_arc_easy.csv
arc_easy,ARC-Easy,no_it_0,No IT 0,No IT,0,Stereotype replacement,matched all-version,accuracy,0.91961279,91.961279,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,no_it_1,No IT 1,No IT,1,Stereotype replacement,matched all-version,accuracy,0.91498316,91.498316,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_stereotype_replacement__stereotype_replacement/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_0,IT 0,IT,0,Stereotype replacement,matched all-version,accuracy,0.93728956,93.728956,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_1,IT 1,IT,1,Stereotype replacement,matched all-version,accuracy,0.9212963,92.12963,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__sr__stereotype_replacement/arc_easy/arc_easy_metrics_overall.csv
balanced_copa,Balanced COPA,base,Base,Base,,Stereotype replacement,matched all-version,accuracy,0.892,89.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/balanced_copa/qwen35_firstpass_base_qwen35_27b_balanced_copa/balanced_copa_metrics_overall_qwen35_firstpass_base_qwen35_27b_balanced_copa.csv
balanced_copa,Balanced COPA,icl,ICL,ICL,0,Stereotype replacement,matched all-version,accuracy,0.857,85.7,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/balanced_copa/m4_baseicl_zero_qwen35_27b_sr_balanced_copa/balanced_copa_metrics_overall_m4_baseicl_zero_qwen35_27b_sr_balanced_copa.csv
balanced_copa,Balanced COPA,it,DIY IT,DIY IT,,Stereotype replacement,matched all-version,accuracy,0.918,91.8,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/balanced_copa/m3_qwen35_27b_ms500_sr_balanced_copa/balanced_copa_metrics_overall_m3_qwen35_27b_ms500_sr_balanced_copa.csv
balanced_copa,Balanced COPA,no_it_0,No IT 0,No IT,0,Stereotype replacement,matched all-version,accuracy,0.898,89.8,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,no_it_1,No IT 1,No IT,1,Stereotype replacement,matched all-version,accuracy,0.896,89.6,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_stereotype_replacement__stereotype_replacement/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_0,IT 0,IT,0,Stereotype replacement,matched all-version,accuracy,0.92,92,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_1,IT 1,IT,1,Stereotype replacement,matched all-version,accuracy,0.918,91.8,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__sr__stereotype_replacement/balanced_copa/balanced_copa_metrics_overall.csv
arc_challenge,ARC-Challenge,base,Base,Base,,Individuation,matched all-version,accuracy,0.84129693,84.129693,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_challenge/qwen35_firstpass_base_qwen35_27b_arc_challenge/arc_challenge_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_challenge.csv
arc_challenge,ARC-Challenge,icl,ICL,ICL,0,Individuation,matched all-version,accuracy,0.89675768,89.675768,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_challenge/m4_baseicl_zero_qwen35_27b_ind_arc_challenge/arc_challenge_metrics_overall_m4_baseicl_zero_qwen35_27b_ind_arc_challenge.csv
arc_challenge,ARC-Challenge,it,DIY IT,DIY IT,,Individuation,matched all-version,accuracy,0.90187713,90.187713,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_challenge/m3_qwen35_27b_ms500_ind_arc_challenge/arc_challenge_metrics_overall_m3_qwen35_27b_ms500_ind_arc_challenge.csv
arc_challenge,ARC-Challenge,no_it_0,No IT 0,No IT,0,Individuation,matched all-version,accuracy,0.93686007,93.686007,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,no_it_1,No IT 1,No IT,1,Individuation,matched all-version,accuracy,0.90102389,90.102389,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_individuating__individuating/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_0,IT 0,IT,0,Individuation,matched all-version,accuracy,0.94283276,94.283276,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_1,IT 1,IT,1,Individuation,matched all-version,accuracy,0.9274744,92.74744,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__ind__individuating/arc_challenge/arc_challenge_metrics_overall.csv
arc_easy,ARC-Easy,base,Base,Base,,Individuation,matched all-version,accuracy,0.88468013,88.468013,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_easy/qwen35_firstpass_base_qwen35_27b_arc_easy/arc_easy_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_easy.csv
arc_easy,ARC-Easy,icl,ICL,ICL,0,Individuation,matched all-version,accuracy,0.9520202,95.20202,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_easy/m4_baseicl_zero_qwen35_27b_ind_arc_easy/arc_easy_metrics_overall_m4_baseicl_zero_qwen35_27b_ind_arc_easy.csv
arc_easy,ARC-Easy,it,DIY IT,DIY IT,,Individuation,matched all-version,accuracy,0.92760943,92.760943,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_easy/m3_qwen35_27b_ms500_ind_arc_easy/arc_easy_metrics_overall_m3_qwen35_27b_ms500_ind_arc_easy.csv
arc_easy,ARC-Easy,no_it_0,No IT 0,No IT,0,Individuation,matched all-version,accuracy,0.96675084,96.675084,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,no_it_1,No IT 1,No IT,1,Individuation,matched all-version,accuracy,0.95496633,95.496633,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_individuating__individuating/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_0,IT 0,IT,0,Individuation,matched all-version,accuracy,0.9743266,97.43266,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_1,IT 1,IT,1,Individuation,matched all-version,accuracy,0.96338384,96.338384,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__ind__individuating/arc_easy/arc_easy_metrics_overall.csv
balanced_copa,Balanced COPA,base,Base,Base,,Individuation,matched all-version,accuracy,0.892,89.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/balanced_copa/qwen35_firstpass_base_qwen35_27b_balanced_copa/balanced_copa_metrics_overall_qwen35_firstpass_base_qwen35_27b_balanced_copa.csv
balanced_copa,Balanced COPA,icl,ICL,ICL,0,Individuation,matched all-version,accuracy,0.861,86.1,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/balanced_copa/m4_baseicl_zero_qwen35_27b_ind_balanced_copa/balanced_copa_metrics_overall_m4_baseicl_zero_qwen35_27b_ind_balanced_copa.csv
balanced_copa,Balanced COPA,it,DIY IT,DIY IT,,Individuation,matched all-version,accuracy,0.933,93.3,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/balanced_copa/m3_qwen35_27b_ms500_ind_balanced_copa/balanced_copa_metrics_overall_m3_qwen35_27b_ms500_ind_balanced_copa.csv
balanced_copa,Balanced COPA,no_it_0,No IT 0,No IT,0,Individuation,matched all-version,accuracy,0.901,90.1,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,no_it_1,No IT 1,No IT,1,Individuation,matched all-version,accuracy,0.904,90.4,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_individuating__individuating/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_0,IT 0,IT,0,Individuation,matched all-version,accuracy,0.929,92.9,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_1,IT 1,IT,1,Individuation,matched all-version,accuracy,0.932,93.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__ind__individuating/balanced_copa/balanced_copa_metrics_overall.csv
arc_challenge,ARC-Challenge,base,Base,Base,,Perspective-taking,matched all-version,accuracy,0.84129693,84.129693,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_challenge/qwen35_firstpass_base_qwen35_27b_arc_challenge/arc_challenge_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_challenge.csv
arc_challenge,ARC-Challenge,icl,ICL,ICL,0,Perspective-taking,matched all-version,accuracy,0.89419795,89.419795,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_challenge/m4_baseicl_zero_qwen35_27b_pt_arc_challenge/arc_challenge_metrics_overall_m4_baseicl_zero_qwen35_27b_pt_arc_challenge.csv
arc_challenge,ARC-Challenge,it,DIY IT,DIY IT,,Perspective-taking,matched all-version,accuracy,0.88139932,88.139932,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_challenge/m3_qwen35_27b_ms500_pt_arc_challenge/arc_challenge_metrics_overall_m3_qwen35_27b_ms500_pt_arc_challenge.csv
arc_challenge,ARC-Challenge,no_it_0,No IT 0,No IT,0,Perspective-taking,matched all-version,accuracy,0.91467577,91.467577,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,no_it_1,No IT 1,No IT,1,Perspective-taking,matched all-version,accuracy,0.9052901,90.52901,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_perspective_taking__perspective_taking/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_0,IT 0,IT,0,Perspective-taking,matched all-version,accuracy,0.95392491,95.392491,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_1,IT 1,IT,1,Perspective-taking,matched all-version,accuracy,0.91894198,91.894198,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__pt__perspective_taking/arc_challenge/arc_challenge_metrics_overall.csv
arc_easy,ARC-Easy,base,Base,Base,,Perspective-taking,matched all-version,accuracy,0.88468013,88.468013,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_easy/qwen35_firstpass_base_qwen35_27b_arc_easy/arc_easy_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_easy.csv
arc_easy,ARC-Easy,icl,ICL,ICL,0,Perspective-taking,matched all-version,accuracy,0.9469697,94.69697,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_easy/m4_baseicl_zero_qwen35_27b_pt_arc_easy/arc_easy_metrics_overall_m4_baseicl_zero_qwen35_27b_pt_arc_easy.csv
arc_easy,ARC-Easy,it,DIY IT,DIY IT,,Perspective-taking,matched all-version,accuracy,0.9246633,92.46633,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_easy/m3_qwen35_27b_ms500_pt_arc_easy/arc_easy_metrics_overall_m3_qwen35_27b_ms500_pt_arc_easy.csv
arc_easy,ARC-Easy,no_it_0,No IT 0,No IT,0,Perspective-taking,matched all-version,accuracy,0.96338384,96.338384,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,no_it_1,No IT 1,No IT,1,Perspective-taking,matched all-version,accuracy,0.95791246,95.791246,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_perspective_taking__perspective_taking/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_0,IT 0,IT,0,Perspective-taking,matched all-version,accuracy,0.98358586,98.358586,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/arc_easy/arc_easy_metrics_overall.csv
arc_easy,ARC-Easy,it_1,IT 1,IT,1,Perspective-taking,matched all-version,accuracy,0.96675084,96.675084,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__pt__perspective_taking/arc_easy/arc_easy_metrics_overall.csv
balanced_copa,Balanced COPA,base,Base,Base,,Perspective-taking,matched all-version,accuracy,0.892,89.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/balanced_copa/qwen35_firstpass_base_qwen35_27b_balanced_copa/balanced_copa_metrics_overall_qwen35_firstpass_base_qwen35_27b_balanced_copa.csv
balanced_copa,Balanced COPA,icl,ICL,ICL,0,Perspective-taking,matched all-version,accuracy,0.842,84.2,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/balanced_copa/m4_baseicl_zero_qwen35_27b_pt_balanced_copa/balanced_copa_metrics_overall_m4_baseicl_zero_qwen35_27b_pt_balanced_copa.csv
balanced_copa,Balanced COPA,it,DIY IT,DIY IT,,Perspective-taking,matched all-version,accuracy,0.921,92.1,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/balanced_copa/m3_qwen35_27b_ms500_pt_balanced_copa/balanced_copa_metrics_overall_m3_qwen35_27b_ms500_pt_balanced_copa.csv
balanced_copa,Balanced COPA,no_it_0,No IT 0,No IT,0,Perspective-taking,matched all-version,accuracy,0.896,89.6,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,no_it_1,No IT 1,No IT,1,Perspective-taking,matched all-version,accuracy,0.895,89.5,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_perspective_taking__perspective_taking/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_0,IT 0,IT,0,Perspective-taking,matched all-version,accuracy,0.912,91.2,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/balanced_copa/balanced_copa_metrics_overall.csv
balanced_copa,Balanced COPA,it_1,IT 1,IT,1,Perspective-taking,matched all-version,accuracy,0.921,92.1,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__pt__perspective_taking/balanced_copa/balanced_copa_metrics_overall.csv
arc_challenge,ARC-Challenge,base,Base,Base,,Counter-stereotypic imaging,matched all-version,accuracy,0.84129693,84.129693,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/reasoning_first_pass/arc_challenge/qwen35_firstpass_base_qwen35_27b_arc_challenge/arc_challenge_metrics_overall_qwen35_firstpass_base_qwen35_27b_arc_challenge.csv
arc_challenge,ARC-Challenge,icl,ICL,ICL,0,Counter-stereotypic imaging,matched all-version,accuracy,0.90870307,90.870307,results/new_results/m4_base_icl_zero/m4_base_icl_zero_reasoning_allmodels_20260514_011540/qwen35_27b/reasoning/arc_challenge/m4_baseicl_zero_qwen35_27b_ci_arc_challenge/arc_challenge_metrics_overall_m4_baseicl_zero_qwen35_27b_ci_arc_challenge.csv
arc_challenge,ARC-Challenge,it,DIY IT,DIY IT,,Counter-stereotypic imaging,matched all-version,accuracy,0.90273038,90.273038,results/new_results/m3_finetune_qwen35_27b_ms500/reasoning/arc_challenge/m3_qwen35_27b_ms500_ci_arc_challenge/arc_challenge_metrics_overall_m3_qwen35_27b_ms500_ci_arc_challenge.csv
arc_challenge,ARC-Challenge,no_it_0,No IT 0,No IT,0,Counter-stereotypic imaging,matched all-version,accuracy,0.9112628,91.12628,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,no_it_1,No IT 1,No IT,1,Counter-stereotypic imaging,matched all-version,accuracy,0.86604096,86.604096,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_one__base_counter_imaging__counter_imaging/arc_challenge/arc_challenge_metrics_overall.csv
arc_challenge,ARC-Challenge,it_0,IT 0,IT,0,Counter-stereotypic imaging,matched all-version,accuracy,0.93686007,93.686007,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/arc_challenge/arc_challenge_metrics_overall.csv
