dataset_key,panel_label,method_key,method_label,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,metric_source_file,method,intervention_key,intervention_label
bbq,BBQ Disambig.,diy_twopass_it_individuating,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,0.741,0.741,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/bbq/bbq_metrics.csv,DIY Two Pass (IT),individuating,Individuation
bbq,BBQ Disambig.,icl_perspective_taking,ICL,Bias_score_disambig,Bias score disambig.,0,1.15,1.15,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_pt_bbq.csv,ICL,perspective_taking,Perspective-taking
bbq,BBQ Disambig.,diy_it_perspective_taking,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.942,0.942,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_pt_bbq.csv,DIY IT,perspective_taking,Perspective-taking
bbq,BBQ Disambig.,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,-0.012,0.012,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
bbq,BBQ Disambig.,diy_twopass_it_perspective_taking,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,-0.382,0.382,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
bbq,BBQ Disambig.,icl_counter_imaging,ICL,Bias_score_disambig,Bias score disambig.,0,1.009,1.009,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_ci_bbq.csv,ICL,counter_imaging,Counter-stereotypic imaging
bbq,BBQ Disambig.,diy_it_counter_imaging,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.715,0.715,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_ci_bbq.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
bbq,BBQ Disambig.,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,0.405,0.405,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/bbq/bbq_metrics.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
bbq,BBQ Disambig.,diy_twopass_it_counter_imaging,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,0.601,0.601,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/bbq/bbq_metrics.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
bbq,BBQ Disambig.,icl_positive_contact,ICL,Bias_score_disambig,Bias score disambig.,0,0.947,0.947,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_pc_bbq.csv,ICL,positive_contact,Positive contact
bbq,BBQ Disambig.,diy_it_positive_contact,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.596,0.596,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_pc_bbq.csv,DIY IT,positive_contact,Positive contact
bbq,BBQ Disambig.,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,0.215,0.215,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/bbq/bbq_metrics.csv,DIY Two Pass (No IT),positive_contact,Positive contact
bbq,BBQ Disambig.,diy_twopass_it_positive_contact,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,0.263,0.263,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/bbq/bbq_metrics.csv,DIY Two Pass (IT),positive_contact,Positive contact
winobias,WinoBias,base,Base Model,abs_pro_anti_gap,Abs. pro/anti gap,0,0.077020202,0.077020202,results/new_results/m3_qwen35_27b_base_all5/evalshared/winobias/m3_qwen35_27b_base_winobias/winobias_metrics_overall_m3_qwen35_27b_base_winobias.csv,Base Model,__base__,Base Model
winobias,WinoBias,icl_stereotype_replacement,ICL,abs_pro_anti_gap,Abs. pro/anti gap,0,0.078282828,0.078282828,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winobias/m4_baseicl_zero_qwen35_27b_sr_winobias/winobias_metrics_overall_m4_baseicl_zero_qwen35_27b_sr_winobias.csv,ICL,stereotype_replacement,Stereotype replacement
winobias,WinoBias,diy_it_stereotype_replacement,DIY IT,abs_pro_anti_gap,Abs. pro/anti gap,0,0.068181818,0.068181818,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winobias/m3_qwen35_27b_ms500_sr_winobias/winobias_metrics_overall_m3_qwen35_27b_ms500_sr_winobias.csv,DIY IT,stereotype_replacement,Stereotype replacement
winobias,WinoBias,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.012626263,0.012626263,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/winobias/winobias/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
winobias,WinoBias,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.029040404,0.029040404,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/winobias/winobias/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
winobias,WinoBias,icl_individuating,ICL,abs_pro_anti_gap,Abs. pro/anti gap,0,0.078282828,0.078282828,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winobias/m4_baseicl_zero_qwen35_27b_ind_winobias/winobias_metrics_overall_m4_baseicl_zero_qwen35_27b_ind_winobias.csv,ICL,individuating,Individuation
winobias,WinoBias,diy_it_individuating,DIY IT,abs_pro_anti_gap,Abs. pro/anti gap,0,0.074494949,0.074494949,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winobias/m3_qwen35_27b_ms500_ind_winobias/winobias_metrics_overall_m3_qwen35_27b_ms500_ind_winobias.csv,DIY IT,individuating,Individuation
winobias,WinoBias,diy_twopass_no_it_individuating,DIY Two Pass (No IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.013888889,0.013888889,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/winobias/winobias/m6_qwen35_27b_two_pass_zero__base_individuating__individuating_self_debias_two_pass_individuating/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__base_individuating__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (No IT),individuating,Individuation
winobias,WinoBias,diy_twopass_it_individuating,DIY Two Pass (IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.045454545,0.045454545,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/winobias/winobias/m6_qwen35_27b_two_pass_zero__ind__individuating_self_debias_two_pass_individuating/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__ind__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (IT),individuating,Individuation
winobias,WinoBias,icl_perspective_taking,ICL,abs_pro_anti_gap,Abs. pro/anti gap,0,0.078282828,0.078282828,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winobias/m4_baseicl_zero_qwen35_27b_pt_winobias/winobias_metrics_overall_m4_baseicl_zero_qwen35_27b_pt_winobias.csv,ICL,perspective_taking,Perspective-taking
winobias,WinoBias,diy_it_perspective_taking,DIY IT,abs_pro_anti_gap,Abs. pro/anti gap,0,0.09469697,0.09469697,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winobias/m3_qwen35_27b_ms500_pt_winobias/winobias_metrics_overall_m3_qwen35_27b_ms500_pt_winobias.csv,DIY IT,perspective_taking,Perspective-taking
winobias,WinoBias,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.025252525,0.025252525,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/winobias/winobias/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
winobias,WinoBias,diy_twopass_it_perspective_taking,DIY Two Pass (IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.023989899,0.023989899,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/winobias/winobias/m6_qwen35_27b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
winobias,WinoBias,icl_counter_imaging,ICL,abs_pro_anti_gap,Abs. pro/anti gap,0,0.078282828,0.078282828,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winobias/m4_baseicl_zero_qwen35_27b_ci_winobias/winobias_metrics_overall_m4_baseicl_zero_qwen35_27b_ci_winobias.csv,ICL,counter_imaging,Counter-stereotypic imaging
winobias,WinoBias,diy_it_counter_imaging,DIY IT,abs_pro_anti_gap,Abs. pro/anti gap,0,0.083333333,0.083333333,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winobias/m3_qwen35_27b_ms500_ci_winobias/winobias_metrics_overall_m3_qwen35_27b_ms500_ci_winobias.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
winobias,WinoBias,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.017676768,0.017676768,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/winobias/winobias/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
winobias,WinoBias,diy_twopass_it_counter_imaging,DIY Two Pass (IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.029040404,0.029040404,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/winobias/winobias/m6_qwen35_27b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
winobias,WinoBias,icl_positive_contact,ICL,abs_pro_anti_gap,Abs. pro/anti gap,0,0.078282828,0.078282828,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winobias/m4_baseicl_zero_qwen35_27b_pc_winobias/winobias_metrics_overall_m4_baseicl_zero_qwen35_27b_pc_winobias.csv,ICL,positive_contact,Positive contact
winobias,WinoBias,diy_it_positive_contact,DIY IT,abs_pro_anti_gap,Abs. pro/anti gap,0,0.087121212,0.087121212,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winobias/m3_qwen35_27b_ms500_pc_winobias/winobias_metrics_overall_m3_qwen35_27b_ms500_pc_winobias.csv,DIY IT,positive_contact,Positive contact
winobias,WinoBias,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.015151515,0.015151515,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/winobias/winobias/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (No IT),positive_contact,Positive contact
winobias,WinoBias,diy_twopass_it_positive_contact,DIY Two Pass (IT),abs_pro_anti_gap,Abs. pro/anti gap,0,0.047979798,0.047979798,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/winobias/winobias/m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact/winobias_metrics_overall_m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (IT),positive_contact,Positive contact
winogender,WinoGender,base,Base Model,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.066666667,0.066666667,results/new_results/m3_qwen35_27b_base_all5/evalshared/winogender/m3_qwen35_27b_base_winogender/winogender_metrics_overall_m3_qwen35_27b_base_winogender.csv,Base Model,__base__,Base Model
winogender,WinoGender,icl_stereotype_replacement,ICL,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.070833333,0.070833333,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winogender/m4_baseicl_zero_qwen35_27b_sr_winogender/winogender_metrics_overall_m4_baseicl_zero_qwen35_27b_sr_winogender.csv,ICL,stereotype_replacement,Stereotype replacement
winogender,WinoGender,diy_it_stereotype_replacement,DIY IT,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.054166667,0.054166667,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winogender/m3_qwen35_27b_ms500_sr_winogender/winogender_metrics_overall_m3_qwen35_27b_ms500_sr_winogender.csv,DIY IT,stereotype_replacement,Stereotype replacement
winogender,WinoGender,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0083333333,0.0083333333,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/winogender/winogender/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
winogender,WinoGender,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.020833333,0.020833333,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/winogender/winogender/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
winogender,WinoGender,icl_individuating,ICL,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.070833333,0.070833333,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winogender/m4_baseicl_zero_qwen35_27b_ind_winogender/winogender_metrics_overall_m4_baseicl_zero_qwen35_27b_ind_winogender.csv,ICL,individuating,Individuation
winogender,WinoGender,diy_it_individuating,DIY IT,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.054166667,0.054166667,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winogender/m3_qwen35_27b_ms500_ind_winogender/winogender_metrics_overall_m3_qwen35_27b_ms500_ind_winogender.csv,DIY IT,individuating,Individuation
winogender,WinoGender,diy_twopass_no_it_individuating,DIY Two Pass (No IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0041666667,0.0041666667,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/winogender/winogender/m6_qwen35_27b_two_pass_zero__base_individuating__individuating_self_debias_two_pass_individuating/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__base_individuating__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (No IT),individuating,Individuation
winogender,WinoGender,diy_twopass_it_individuating,DIY Two Pass (IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.033333333,0.033333333,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/winogender/winogender/m6_qwen35_27b_two_pass_zero__ind__individuating_self_debias_two_pass_individuating/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__ind__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (IT),individuating,Individuation
winogender,WinoGender,icl_perspective_taking,ICL,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.066666667,0.066666667,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winogender/m4_baseicl_zero_qwen35_27b_pt_winogender/winogender_metrics_overall_m4_baseicl_zero_qwen35_27b_pt_winogender.csv,ICL,perspective_taking,Perspective-taking
winogender,WinoGender,diy_it_perspective_taking,DIY IT,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.075,0.075,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winogender/m3_qwen35_27b_ms500_pt_winogender/winogender_metrics_overall_m3_qwen35_27b_ms500_pt_winogender.csv,DIY IT,perspective_taking,Perspective-taking
winogender,WinoGender,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0125,0.0125,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/winogender/winogender/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
winogender,WinoGender,diy_twopass_it_perspective_taking,DIY Two Pass (IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.020833333,0.020833333,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/winogender/winogender/m6_qwen35_27b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
winogender,WinoGender,icl_counter_imaging,ICL,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.070833333,0.070833333,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winogender/m4_baseicl_zero_qwen35_27b_ci_winogender/winogender_metrics_overall_m4_baseicl_zero_qwen35_27b_ci_winogender.csv,ICL,counter_imaging,Counter-stereotypic imaging
winogender,WinoGender,diy_it_counter_imaging,DIY IT,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.079166667,0.079166667,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winogender/m3_qwen35_27b_ms500_ci_winogender/winogender_metrics_overall_m3_qwen35_27b_ms500_ci_winogender.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
winogender,WinoGender,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0125,0.0125,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/winogender/winogender/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
winogender,WinoGender,diy_twopass_it_counter_imaging,DIY Two Pass (IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.016666667,0.016666667,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/winogender/winogender/m6_qwen35_27b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
winogender,WinoGender,icl_positive_contact,ICL,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.066666667,0.066666667,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/winogender/m4_baseicl_zero_qwen35_27b_pc_winogender/winogender_metrics_overall_m4_baseicl_zero_qwen35_27b_pc_winogender.csv,ICL,positive_contact,Positive contact
winogender,WinoGender,diy_it_positive_contact,DIY IT,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.075,0.075,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/winogender/m3_qwen35_27b_ms500_pc_winogender/winogender_metrics_overall_m3_qwen35_27b_ms500_pc_winogender.csv,DIY IT,positive_contact,Positive contact
winogender,WinoGender,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0125,0.0125,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/winogender/winogender/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (No IT),positive_contact,Positive contact
winogender,WinoGender,diy_twopass_it_positive_contact,DIY Two Pass (IT),male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.058333333,0.058333333,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/winogender/winogender/m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact/winogender_metrics_overall_m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (IT),positive_contact,Positive contact
